row_id,source_record,source_line,fitted_mpa,residual_mpa,leverage,internal_standardized_residual,deleted_studentized_residual,deleted_residual_mpa,cook_distance,leverage_screen_2p_over_n,cook_screen_4_over_n,screen_union
CP01-R0896,896,897,37.98558630,11.78441370,0.00300659,1.13491752,1.13507780,11.81995145,0.00043159,false,false,false
CP01-R0897,897,898,42.23445906,10.20554094,0.00360390,0.98315611,0.98314001,10.24245369,0.00038846,false,false,false
CP01-R0898,898,899,36.78937727,4.14062273,0.00399582,0.39896752,0.39880318,4.15723430,0.00007095,false,false,false
CP01-R0899,899,900,28.04130686,16.81869314,0.00432567,1.62082473,1.62211903,16.89176124,0.00126813,false,false,false
CP01-R0900,900,901,19.20203798,-6.00203798,0.00737991,-0.57930820,-0.57911961,-6.04666178,0.00027723,false,false,false
CP01-R0901,901,902,32.83739205,4.59260795,0.01577962,0.44515952,0.44498465,4.66623943,0.00035301,false,false,false
CP01-R0902,902,903,31.00015254,-1.13015254,0.00855906,-0.10914557,-0.10909274,-1.13990909,0.00001143,false,false,false
CP01-R0903,903,904,41.14371337,15.46628663,0.00641505,1.49205907,1.49295675,15.56614416,0.00159707,false,false,false
CP01-R0904,904,905,17.71599224,-5.25599224,0.01077200,-0.50816995,-0.50798528,-5.31322634,0.00031245,false,false,false
CP01-R0905,905,906,24.52672080,-0.73672080,0.00869904,-0.07115454,-0.07111986,-0.74318580,0.00000494,false,false,false
CP01-R0906,906,907,20.20870243,-6.91870243,0.00702321,-0.66766340,-0.66748208,-6.96763761,0.00035032,false,false,false
CP01-R0907,907,908,38.75524826,0.66475174,0.00304260,0.06402118,0.06398994,0.66678049,0.00000139,false,false,false
CP01-R0908,908,909,47.63334864,-1.40334864,0.00813972,-0.13550109,-0.13543594,-1.41486525,0.00001674,false,false,false
CP01-R0909,909,910,50.40714425,-5.88714425,0.01852188,-0.57143499,-0.57124644,-5.99824300,0.00068469,true,false,true
CP01-R0910,910,911,23.24726825,0.49273175,0.00535635,0.04750937,0.04748615,0.49538521,0.00000135,false,false,false
CP01-R0911,911,912,28.57217003,-2.43217003,0.00428062,-0.23438398,-0.23427547,-2.44262598,0.00002624,false,false,false
CP01-R0912,912,913,23.87283200,-8.35283200,0.01145107,-0.80786190,-0.80772437,-8.44958879,0.00084000,false,false,false
CP01-R0913,913,914,37.17461504,6.39538496,0.00397321,0.61621696,0.61602968,6.42089654,0.00016830,false,false,false
CP01-R0914,914,915,37.25536538,-1.39536538,0.00563663,-0.13456058,-0.13449586,-1.40327511,0.00001140,false,false,false
CP01-R0915,915,916,40.11216061,0.93783939,0.00502624,0.09041180,0.09036788,0.94257700,0.00000459,false,false,false
CP01-R0916,916,917,33.69736548,-4.70736548,0.00745295,-0.45436496,-0.45418832,-4.74271266,0.00017224,false,false,false
CP01-R0917,917,918,32.98406054,13.25593946,0.00283471,1.27652522,1.27691932,13.29362303,0.00051470,false,false,false
CP01-R0918,918,919,25.52678742,1.39321258,0.00738080,0.13447096,0.13440629,1.40357207,0.00001494,false,false,false
CP01-R0919,919,920,17.48160858,-6.94160858,0.01186080,-0.67151160,-0.67133094,-7.02492988,0.00060140,false,false,false
CP01-R0920,920,921,27.70076258,-2.60076258,0.00649791,-0.25091047,-0.25079530,-2.61777265,0.00004575,false,false,false
CP01-R0921,921,922,33.32166174,-4.25166174,0.00581103,-0.41004045,-0.40987334,-4.27651269,0.00010919,false,false,false
CP01-R0922,922,923,18.09388575,-8.35388575,0.00783441,-0.80648987,-0.80635170,-8.41985029,0.00057066,false,false,false
CP01-R0923,923,924,32.63333820,1.16666180,0.00224135,0.11231421,0.11225988,1.16928258,0.00000315,false,false,false
CP01-R0924,924,925,34.18841226,5.65158774,0.01553029,0.54773660,0.54754875,5.74074312,0.00052587,false,false,false
CP01-R0925,925,926,28.18330688,-1.21330688,0.00694310,-0.11708090,-0.11702434,-1.22178989,0.00001065,false,false,false
CP01-R0926,926,927,30.82737087,-3.59737087,0.00728277,-0.34719615,-0.34704657,-3.62376190,0.00009826,false,false,false
CP01-R0927,927,928,37.12267853,-6.47267853,0.01238467,-0.62631468,-0.62612818,-6.55384574,0.00054656,false,false,false
CP01-R0928,928,929,35.94253945,-2.89253945,0.01112534,-0.27971202,-0.27958572,-2.92508197,0.00009780,false,false,false
CP01-R0929,929,930,33.71123718,-9.13123718,0.01223211,-0.88349610,-0.88340108,-9.24431462,0.00107402,false,false,false
CP01-R0930,930,931,26.72275395,-4.81275395,0.01054768,-0.46526318,-0.46508459,-4.86405848,0.00025640,false,false,false
CP01-R0931,931,932,35.53769830,-4.65769830,0.01181150,-0.45056134,-0.45038541,-4.71337030,0.00026961,false,false,false
CP01-R0932,932,933,23.97269838,-8.63269838,0.01046562,-0.83451392,-0.83438976,-8.72400041,0.00081839,false,false,false
CP01-R0933,933,934,28.16089107,-3.82089107,0.01775179,-0.37072895,-0.37057229,-3.88994455,0.00027599,true,false,true
CP01-R0934,934,935,39.83757598,-15.94757598,0.01533653,-1.54544385,-1.54649673,-16.19596583,0.00413336,false,true,true
CP01-R0935,935,936,26.64387183,-3.71387183,0.01183441,-0.35926467,-0.35911139,-3.75834970,0.00017175,false,false,false
CP01-R0936,936,937,30.24441718,-0.83441718,0.01612368,-0.08089384,-0.08085447,-0.84809153,0.00001192,false,false,false
CP01-R0937,937,938,18.26504249,10.36495751,0.01970396,1.00667983,1.00668644,10.57329325,0.00226327,true,false,true
CP01-R0938,938,939,34.94131302,1.85868698,0.00600052,0.17927331,0.17918832,1.86990739,0.00002156,false,false,false
CP01-R0939,939,940,24.15183706,-5.86183706,0.01235848,-0.56720041,-0.56701192,-5.93518695,0.00044730,false,false,false
CP01-R0940,940,941,24.48185715,8.23814285,0.01072346,0.79647643,0.79633372,8.32744186,0.00076405,false,false,false
CP01-R0941,941,942,25.12049616,6.29950384,0.01469536,0.61027214,0.61008449,6.39345801,0.00061718,false,false,false
CP01-R0942,942,943,22.44085446,6.49914554,0.00578794,0.62678589,0.62659944,6.53698122,0.00025412,false,false,false
CP01-R0943,943,944,40.36081834,0.56918166,0.00413707,0.05484709,0.05482030,0.57154619,0.00000139,false,false,false
CP01-R0944,944,945,16.94764238,-4.76764238,0.00593539,-0.45983162,-0.45965398,-4.79610917,0.00014028,false,false,false
CP01-R0945,945,946,30.80920093,-5.24920093,0.00610726,-0.50632096,-0.50613649,-5.28145617,0.00017503,false,false,false
CP01-R0946,946,947,23.39603833,13.04396167,0.00475987,1.25732641,1.25768458,13.10634621,0.00084008,false,false,false
CP01-R0947,947,948,32.95578816,0.00421184,0.01086922,0.00040724,0.00040704,0.00425812,0.00000000,false,false,false
CP01-R0948,948,949,28.07796668,-4.23796668,0.00945384,-0.40947052,-0.40930356,-4.27841414,0.00017780,false,false,false
CP01-R0949,949,950,31.10474229,-4.87474229,0.00560722,-0.47008365,-0.46990424,-4.90223016,0.00013845,false,false,false
CP01-R0950,950,951,25.50334894,-7.54334894,0.01176512,-0.72968694,-0.72951976,-7.63315391,0.00070431,false,false,false
CP01-R0951,951,952,34.92124262,3.70875738,0.00973855,0.35839006,0.35823704,3.74523048,0.00014035,false,false,false
CP01-R0952,952,953,23.50913068,-4.49913068,0.00707954,-0.43418403,-0.43401142,-4.53120955,0.00014935,false,false,false
CP01-R0953,953,954,33.44137108,0.27862892,0.00330176,0.02683779,0.02682466,0.27955193,0.00000027,false,false,false
CP01-R0954,954,955,16.88950037,-8.34950037,0.01670150,-0.80969278,-0.80955612,-8.49131816,0.00123728,false,false,false
CP01-R0955,955,956,26.90574639,-13.44574639,0.01815373,-1.30486515,-1.30531484,-13.69434991,0.00349793,true,false,true
CP01-R0956,956,957,25.94614940,6.30385060,0.00701426,0.60832669,0.60813893,6.34837976,0.00029045,false,false,false
CP01-R0957,957,958,25.64869050,-2.12869050,0.00327402,-0.20503457,-0.20493836,-2.13568277,0.00001534,false,false,false
CP01-R0958,958,959,31.49645908,-1.76645908,0.00820201,-0.17056677,-0.17048565,-1.78106741,0.00002673,false,false,false
CP01-R0959,959,960,38.13664558,11.63335442,0.00312458,1.12043581,1.12057610,11.66981774,0.00043720,false,false,false
CP01-R0960,960,961,42.11648394,10.33351606,0.00356225,0.99546386,0.99545944,10.37045818,0.00039362,false,false,false
CP01-R0961,961,962,36.78295948,4.14704052,0.00385242,0.39955715,0.39939265,4.16307845,0.00006860,false,false,false
CP01-R0962,962,963,28.22543540,16.64456460,0.00429034,1.60401544,1.60525358,16.71628310,0.00123178,false,false,false
CP01-R0963,963,964,19.20105746,-6.00105746,0.00752756,-0.57925664,-0.57906806,-6.04657339,0.00028277,false,false,false
CP01-R0964,964,965,32.81876790,4.61123210,0.01573539,0.44695470,0.44677948,4.68495163,0.00035485,false,false,false
CP01-R0965,965,966,31.16375606,-1.29375606,0.00837900,-0.12493439,-0.12487415,-1.30468804,0.00001465,false,false,false
CP01-R0966,966,967,41.09253629,15.52746371,0.00640055,1.49795000,1.49886418,15.62748823,0.00160605,false,false,false
CP01-R0967,967,968,17.65986882,-5.19986882,0.01089951,-0.50277612,-0.50259206,-5.25716937,0.00030951,false,false,false
CP01-R0968,968,969,24.52611332,-0.73611332,0.00883050,-0.07110059,-0.07106593,-0.74267149,0.00000500,false,false,false
CP01-R0969,969,970,20.11437811,-6.82437811,0.00704152,-0.65856706,-0.65838432,-6.87277291,0.00034174,false,false,false
CP01-R0970,970,971,38.97069667,0.44930333,0.00306765,0.04327223,0.04325107,0.45068588,0.00000064,false,false,false
CP01-R0971,971,972,47.70293378,-1.47293378,0.00815366,-0.14222092,-0.14215267,-1.48504232,0.00001848,false,false,false
CP01-R0972,972,973,50.29367988,-5.77367988,0.01831778,-0.56036332,-0.56017499,-5.88141434,0.00065103,true,false,true
CP01-R0973,973,974,23.29400699,0.44599301,0.00535955,0.04300287,0.04298185,0.44839621,0.00000111,false,false,false
CP01-R0974,974,975,28.74317644,-2.59317644,0.00406652,-0.24987302,-0.24975826,-2.60376470,0.00002833,false,false,false
CP01-R0975,975,976,23.83788698,-8.30788698,0.01145434,-0.80351628,-0.80337674,-8.40415101,0.00083123,false,false,false
CP01-R0976,976,977,37.21477621,6.36522379,0.00403398,0.61332954,0.61314207,6.39100500,0.00016929,false,false,false
CP01-R0977,977,978,37.31645266,-1.44645266,0.00565188,-0.13948820,-0.13942120,-1.45467431,0.00001229,false,false,false
CP01-R0978,978,979,40.06527698,0.98472302,0.00493353,0.09492716,0.09488108,0.98960527,0.00000496,false,false,false
CP01-R0979,979,980,33.79962557,-4.80962557,0.00747918,-0.46424146,-0.46406304,-4.84586869,0.00018045,false,false,false
CP01-R0980,980,981,32.82560800,13.42439200,0.00270117,1.29266037,1.29308575,13.46075174,0.00050287,false,false,false
CP01-R0981,981,982,25.55176954,1.36823046,0.00718265,0.13204654,0.13198299,1.37812907,0.00001402,false,false,false
CP01-R0982,982,983,17.50121038,-6.96121038,0.01177477,-0.67337852,-0.67319817,-7.04415369,0.00060031,false,false,false
CP01-R0983,983,984,27.64844165,-2.54844165,0.00650756,-0.24586396,-0.24575080,-2.56513442,0.00004399,false,false,false
CP01-R0984,984,985,33.48814914,-4.41814914,0.00582470,-0.42609982,-0.42592897,-4.44403430,0.00011819,false,false,false
CP01-R0985,985,986,18.03414509,-8.29414509,0.00789847,-0.80074832,-0.80060751,-8.36017773,0.00056720,false,false,false
CP01-R0986,986,987,32.86064310,0.93935690,0.00218585,0.09042911,0.09038518,0.94141468,0.00000199,false,false,false
CP01-R0987,987,988,31.92439949,5.24560051,0.00644888,0.50606065,0.50587621,5.27964835,0.00018470,false,false,false
CP01-R0988,988,989,40.85886178,-7.09886178,0.01108348,-0.68645389,-0.68627603,-7.17842373,0.00058681,false,false,false
CP01-R0989,989,990,23.05627392,-6.55627392,0.01291844,-0.63457511,-0.63438939,-6.64207922,0.00058557,false,false,false
CP01-R0990,990,991,21.77898452,-1.78898452,0.00682031,-0.17262160,-0.17253956,-1.80126973,0.00002274,false,false,false
CP01-R0991,991,992,40.08227280,-3.73227280,0.01161108,-0.36100391,-0.36085011,-3.77611760,0.00017011,false,false,false
CP01-R0992,992,993,52.58350282,-14.36350282,0.01465111,-1.39145066,-1.39208963,-14.57707310,0.00319870,false,false,false
CP01-R0993,993,994,28.03498845,-12.61498845,0.01175673,-1.22027409,-1.22056674,-12.76506392,0.00196832,false,false,false
CP01-R0994,994,995,31.35837098,2.06162902,0.00624250,0.19887160,0.19877804,2.07457958,0.00002760,false,false,false
CP01-R0995,995,996,31.22517348,7.83482652,0.00661939,0.75591682,0.75575806,7.88703386,0.00042307,false,false,false
CP01-R0996,996,997,34.43921002,-6.75921002,0.00777095,-0.65251791,-0.65233432,-6.81214685,0.00037051,false,false,false
CP01-R0997,997,998,26.72619659,0.13380341,0.00887707,0.01292427,0.01291794,0.13500183,0.00000017,false,false,false
CP01-R0998,998,999,42.35859739,2.94140261,0.00411741,0.28343460,0.28330691,2.95356365,0.00003690,false,false,false
CP01-R0999,999,1000,30.21156487,-0.09156487,0.00631825,-0.00883299,-0.00882866,-0.09214708,0.00000006,false,false,false
CP01-R1000,1000,1001,26.04804204,-10.47804204,0.00897472,-1.01213918,-1.01215129,-10.57293112,0.00103080,false,false,false
CP01-R1001,1001,1002,34.56914293,10.04085707,0.00617049,0.96853943,0.96851003,10.10319876,0.00064714,false,false,false
CP01-R1002,1002,1003,39.88774106,13.63225894,0.00673832,1.31534129,1.31581230,13.72474069,0.00130414,false,false,false
CP01-R1003,1003,1004,39.56201574,17.65798426,0.00412678,1.70153765,1.70312064,17.73115682,0.00133305,false,false,false
CP01-R1004,1004,1005,46.57812937,19.33187063,0.00644434,1.86500605,1.86727585,19.45725991,0.00250671,false,false,false
CP01-R1005,1005,1006,43.70951339,9.12048661,0.00691753,0.88009148,0.87999424,9.18401735,0.00059949,false,false,false
CP01-R1006,1006,1007,31.86954317,1.53045683,0.00460367,0.14751138,0.14744070,1.53753513,0.00001118,false,false,false
CP01-R1007,1007,1008,22.23033312,-4.20033312,0.00976145,-0.40589741,-0.40573133,-4.24173864,0.00018045,false,false,false
CP01-R1008,1008,1009,32.46731494,4.89268506,0.01127332,0.47316390,0.47298399,4.94847078,0.00028363,false,false,false
CP01-R1009,1009,1010,33.61586900,1.69413100,0.00998628,0.16373022,0.16365217,1.71121971,0.00003005,false,false,false
CP01-R1010,1010,1011,31.18438257,11.45561743,0.00482665,1.10426065,1.10437943,11.51117790,0.00065713,false,false,false
CP01-R1011,1011,1012,29.73968210,10.32031790,0.00782502,0.99632586,0.99632228,10.40171147,0.00086988,false,false,false
CP01-R1012,1012,1013,40.03106124,3.76893876,0.00385653,0.36312872,0.36297429,3.78353006,0.00005672,false,false,false
CP01-R1013,1013,1014,44.56874454,16.67125546,0.00421229,1.60652464,1.60777108,16.74177672,0.00121306,false,false,false
CP01-R1014,1014,1015,39.40256887,1.46743113,0.00973840,0.14180294,0.14173487,1.48186210,0.00002197,false,false,false
CP01-R1015,1015,1016,36.59589033,-3.28589033,0.01348008,-0.31812852,-0.31798845,-3.33078964,0.00015366,false,false,false
CP01-R1016,1016,1017,40.09247257,12.33752743,0.00371634,1.18860921,1.18884980,12.38354885,0.00058555,false,false,false
CP01-R1017,1017,1018,26.09300540,-11.00300540,0.00992608,-1.06335917,-1.06342732,-11.11331702,0.00125958,false,false,false
CP01-R1018,1018,1019,37.38553853,1.07446147,0.00474492,0.10356812,0.10351794,1.07958401,0.00000568,false,false,false
CP01-R1019,1019,1020,37.09862076,0.17137924,0.00571745,0.01652745,0.01651935,0.17236473,0.00000017,false,false,false
CP01-R1020,1020,1021,20.01218200,15.21781800,0.01567583,1.47497880,1.47582950,15.46016905,0.00384965,false,false,false
CP01-R1021,1021,1022,35.60475254,6.53524746,0.00332009,0.62948683,0.62930062,6.55701735,0.00014666,false,false,false
CP01-R1022,1022,1023,27.74172362,4.13827638,0.00995665,0.39994001,0.39977542,4.17989412,0.00017873,false,false,false
CP01-R1023,1023,1024,34.12278452,7.41721548,0.00518467,0.71510881,0.71493759,7.45587174,0.00029613,false,false,false
CP01-R1024,1024,1025,36.16993231,3.29006769,0.01419555,0.31864852,0.31850828,3.33744455,0.00016246,false,false,false
CP01-R1025,1025,1026,35.20049595,2.71950405,0.00984130,0.26280872,0.26268887,2.74653350,0.00007628,false,false,false
CP01-R1026,1026,1027,39.89433852,4.38566148,0.00375896,0.42252787,0.42235783,4.40220923,0.00007485,false,false,false
CP01-R1027,1027,1028,33.50384078,-2.32384078,0.00789156,-0.22435165,-0.22424728,-2.34232538,0.00004449,false,false,false
CP01-R1028,1028,1029,26.46841169,-2.76841169,0.00435901,-0.26679750,-0.26667611,-2.78053207,0.00003463,false,false,false
CP01-R1029,1029,1030,29.12237014,3.64762986,0.00882935,0.35232139,0.35217022,3.68012296,0.00012286,false,false,false
CP01-R1030,1030,1031,31.89770807,0.50229193,0.00419851,0.04840300,0.04837935,0.50440970,0.00000110,false,false,false
