record_type,scenario_id,denominator_id,cell_id,cell_label,procedure,n,p_fixed,successes,trials,observed_rate,wilson_low_95,wilson_high_95,cp_low_95,cp_high_95,exact_p_value,critical_count,actual_size,raw_reject,holm_adjusted_p,holm_reject,power,first_p_at_or_above_80,grid_points,grid_min,grid_max,grid_argmin,grid_argmax,coverage_at_threshold,exact_conditional_p,conditional_space_mass,observed_deviance,informative,empirical_test_scope,conditional_on_model_assumptions,status,reason
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.04,,,,,,,,,10,,,,,6.4265125888e-13,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.041,,,,,,,,,10,,,,,8.21097022630629e-13,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.042,,,,,,,,,10,,,,,1.04286599831925e-12,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.043,,,,,,,,,10,,,,,1.31704036363406e-12,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.044,,,,,,,,,10,,,,,1.65431973117347e-12,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.045,,,,,,,,,10,,,,,2.06726050110607e-12,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.046,,,,,,,,,10,,,,,2.57054373435037e-12,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.047,,,,,,,,,10,,,,,3.18127415332569e-12,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.048,,,,,,,,,10,,,,,3.91931304528915e-12,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.049,,,,,,,,,10,,,,,4.80764801753837e-12,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.05,,,,,,,,,10,,,,,5.872802734375e-12,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.051,,,,,,,,,10,,,,,7.14528995273812e-12,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.052,,,,,,,,,10,,,,,8.66011136687239e-12,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.053,,,,,,,,,10,,,,,1.04573079723333e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.054,,,,,,,,,10,,,,,1.25825648660878e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.055,,,,,,,,,10,,,,,1.50878746124745e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.056,,,,,,,,,10,,,,,1.80322635243769e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.057,,,,,,,,,10,,,,,2.14825854351544e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.058,,,,,,,,,10,,,,,2.55143877697015e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.059,,,,,,,,,10,,,,,3.0212854962477e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.06,,,,,,,,,10,,,,,3.567383451648e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.061,,,,,,,,,10,,,,,4.20049512499643e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.062,,,,,,,,,10,,,,,4.93268155371819e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.063,,,,,,,,,10,,,,,5.77743316156382e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.064,,,,,,,,,10,,,,,6.74981123052292e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.065,,,,,,,,,10,,,,,7.86660067642111e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.066,,,,,,,,,10,,,,,9.14647481932277e-11,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.067,,,,,,,,,10,,,,,1.06101728691575e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.068,,,,,,,,,10,,,,,1.22806908769516e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.069,,,,,,,,,10,,,,,1.41834869326746e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.07,,,,,,,,,10,,,,,1.63467014220055e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.071,,,,,,,,,10,,,,,1.88013931862783e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.072,,,,,,,,,10,,,,,2.15817924624838e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.073,,,,,,,,,10,,,,,2.47255715134788e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.074,,,,,,,,,10,,,,,2.82741338924843e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.075,,,,,,,,,10,,,,,3.22729233205318e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.076,,,,,,,,,10,,,,,3.67717531907522e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.077,,,,,,,,,10,,,,,4.18251577492701e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.078,,,,,,,,,10,,,,,4.74927660389867e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.079,,,,,,,,,10,,,,,5.38396997296811e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
power,primary,primary_conservative_method_1,,,exact_binomial_upper_tail,12,0.08,,,,,,,,,10,,,,,6.0936995995648e-10,0.87,,,,,,,,,,,reference_distribution_exact_conditionally; empirical applicability is illustrative pending unit-independence evidence,true,ok_conditional,Design curve on the frozen p grid; not an estimate of observed p.
